iter	Passed	Remaining
124	45557	318904
125	45926	318571
126	46261	317999
127	46603	317489
128	46937	316919
129	47261	316289
130	47604	315787
131	47924	315136
132	48243	314488
133	48582	313973
134	48874	313160
135	49256	312925
136	49566	312233
137	49952	312024
138	50280	311451
139	50637	311055
140	50978	310568
141	51302	309985
142	51650	309539
143	51981	309003
144	52275	308247
145	52605	307704
146	52946	307231
147	53231	306440
148	53575	305991
149	53902	305449
150	54184	304653
151	54540	304276
152	54849	303641
153	55143	302932
154	55468	302393
155	55828	302043
156	56183	301673
157	56513	301164
158	56834	300616
159	57142	299999
160	57451	299391
161	57812	299057
162	58178	298744
163	58545	298441
164	58909	298117
165	59239	297626
166	59622	297399
167	59984	297067
168	60320	296604
169	60653	296132
170	60997	295711
171	61342	295302
172	61726	295073
173	62083	294716
174	62422	294279
175	62740	293737
176	63071	293266
177	63404	292801
178	63736	292334
179	64060	291829
180	64356	291206
181	64699	290792
182	65073	290520
183	65401	290042
184	65792	289844
185	66164	289558
186	66511	289166
187	66850	288735
188	67186	288297
189	67509	287805
190	67832	287310
191	68196	286993
192	68551	286636
193	68900	286258
194	69228	285789
195	69518	285166
196	69821	284602
197	70139	284099
198	70476	283677
199	70820	283280
200	71143	282806
201	71472	282351
202	71797	281882
203	72145	281510
204	72434	280903
205	72785	280540
206	73083	279977
207	73413	279536
208	73718	279001
209	74047	278561
210	74344	277998
211	74684	277600
212	75079	277405
213	75421	277016
214	75780	276685
215	76154	276411
216	76512	276078
217	76841	275643
218	77172	275211
219	77469	274663
220	77818	274302
221	78172	273955
222	78535	273641
223	78877	273252
224	79183	272742
225	79494	272251
226	79846	271901
227	80199	271553
228	80533	271141
229	80901	270842
230	81243	270460
231	81601	270128
232	81975	269851
233	82315	269458
234	82620	268955
235	82942	268509
236	83262	268057
237	83634	267770
238	83994	267446
239	84367	267165
240	84679	266688
241	85009	266269
242	85324	265804
243	85623	265292
244	85966	264918
245	86277	264444
246	86622	264076
247	86981	263751
248	87339	263422
249	87630	262892
250	87982	262545
251	88300	262097
252	88643	261725
253	88949	261245
254	89284	260851
255	89574	260326
256	89910	259936
257	90242	259533
258	90560	259095
259	90906	258732
260	91240	258340
261	91599	258017
262	91956	257688
263	92299	257318
264	92621	256894
265	92978	256563
266	93306	256156
267	93639	255762
268	93936	255270
269	94280	254907
270	94618	254526
271	94944	254117
272	95294	253769
273	95634	253395
274	95914	252865
275	96256	252498
276	96593	252118
277	96943	251774
278	97276	251385
279	97643	251083
280	97976	250693
281	98309	250307
282	98651	249940
283	99032	249672
284	99358	249268
285	99705	248914
286	100019	248479
287	100315	248001
288	100657	247638
289	100980	247228
290	101316	246849
291	101639	246440
292	102030	246196
293	102387	245868
294	102727	245500
295	103011	245000
296	103313	244544
297	103691	244265
298	104039	243917
299	104340	243461
300	104685	243107
301	105028	242749
302	105369	242384
303	105732	242071
304	106054	241665
305	106371	241247
306	106688	240830
307	107032	240474
308	107338	240034
309	107667	239646
310	108017	239305
311	108341	238907
312	108683	238549
313	109000	238134
314	109353	237799
315	109671	237389
316	110021	237049
317	110365	236695
318	110691	236304
319	111043	235966
320	111374	235587
321	111730	235257
322	112093	234945
323	112435	234587
324	112861	234405
325	113218	234077
326	113557	233712
327	113911	233379
328	114269	233055
329	114589	232652
330	114934	232299
331	115250	231890
332	115599	231545
333	115929	231164
334	116257	230779
335	116605	230435
336	116921	230026
337	117282	229706
338	117640	229381
339	117971	229003
340	118344	228707
341	118699	228375
342	119104	228138
343	119423	227737
344	119789	227426
345	120140	227086
346	120474	226713
347	120777	226284
348	121131	225950
349	121461	225572
350	121825	225255
351	122159	224885
352	122494	224515
353	122831	224150
354	123141	223735
355	123383	223198
356	123721	222838
357	124064	222484
358	124388	222098
359	124736	221753
360	125072	221387
361	125396	221002
362	125696	220575
363	125994	220143
364	126304	219734
365	126646	219381
366	126979	219013
367	127318	218654
368	127667	218314
369	128033	218002
370	128394	217682
371	128742	217338
372	129071	216964
373	129385	216565
374	129751	216253
375	130059	215842
376	130428	215535
377	130727	215112
378	131071	214764
379	131395	214382
380	131742	214037
381	132072	213667
382	132402	213295
383	132773	212990
384	133142	212682
385	133493	212344
386	133788	211918
387	134102	211523
388	134427	211144
389	134769	210793
390	135126	210464
391	135502	210166
392	135782	209720
393	136129	209376
394	136523	209105
395	136889	208791
396	137272	208502
397	137631	208176
398	137980	207835
399	138325	207488
400	138674	207146
401	139020	206802
402	139370	206462
403	139709	206106
404	140076	205791
405	140398	205410
406	140707	205011
407	141045	204654
408	141393	204311
409	141736	203961
410	142080	203614
411	142426	203268
412	142767	202916
413	143134	202600
414	143489	202268
415	143839	201928
416	144172	201565
417	144505	201201
418	144842	200843
419	145211	200529
420	145519	200132
421	145885	199815
422	146230	199468
423	146607	199165
424	146985	198862
425	147350	198542
426	147732	198245
427	148048	197859
428	148388	197505
429	148758	197191
430	149071	196801
431	149487	196547
432	149828	196196
433	150184	195862
434	150551	195543
435	150878	195173
436	151272	194888
437	151627	194553
438	151908	194124
439	152276	193806
440	152648	193492
441	153000	193154
442	153347	192809
443	153676	192441
444	154012	192083
445	154367	191747
446	154691	191374
447	155021	191008
448	155366	190660
449	155691	190289
450	156025	189928
451	156369	189580
452	156713	189232
453	157082	188913
454	157396	188530
455	157707	188142
456	158049	187791
457	158390	187440
458	158732	187089
459	159108	186780
460	159481	186465
461	159835	186129
462	160179	185780
463	160535	185446
464	160875	185093
465	161221	184747
466	161566	184399
467	161922	184066
468	162277	183729
469	162625	183386
470	162942	183007
471	163305	182680
472	163613	182292
473	163970	181958
474	164321	181618
475	164667	181273
476	164982	180892
477	165256	180467
478	165561	180078
479	165887	179711
480	166172	179300
481	166535	178973
482	166872	178619
483	167251	178309
484	167584	177950
485	167920	177594
486	168254	177237
487	168572	176862
488	168907	176506
489	169270	176179
490	169610	175827
491	169913	175438
492	170220	175054
493	170556	174699
494	170892	174345
495	171191	173952
496	171546	173617
497	171884	173265
498	172223	172913
499	172605	172605
500	172957	172267
501	173311	171930
502	173631	171560
503	173935	171174
504	174263	170812
505	174602	170461
506	174936	170106
507	175305	169784
508	175628	169417
509	175970	169069
510	176304	168713
511	176621	168342
512	176926	167959
513	177241	167585
514	177571	167227
515	177861	166831
516	178210	166490
517	178576	166165
518	178857	165761
519	179162	165380
520	179512	165041
521	179866	164705
522	180221	164370
523	180560	164020
524	180928	163696
525	181262	163342
526	181622	163012
527	181948	162651
528	182285	162299
529	182637	161961
530	182961	161599
531	183317	161264
532	183642	160902
533	183998	160568
534	184354	160233
535	184701	159890
536	185054	159553
537	185391	159202
538	185731	158853
539	186067	158502
540	186417	158162
541	186762	157817
542	187096	157464
543	187425	157106
544	187719	156719
545	188072	156382
546	188393	156018
547	188719	155658
548	189063	155314
549	189380	154948
550	189735	154612
551	190073	154262
552	190372	153881
553	190716	153537
554	191058	153191
555	191407	152850
556	191791	152538
557	192147	152202
558	192489	151856
559	192818	151500
560	193154	151149
561	193459	150774
562	193827	150448
563	194146	150084
564	194478	149731
565	194833	149395
566	195195	149064
567	195529	148712
568	195872	148367
569	196183	147998
570	196556	147675
571	196861	147302
572	197191	146947
573	197545	146610
574	197870	146251
575	198200	145897
576	198582	145581
577	198909	145224
578	199223	144858
579	199578	144522
580	199980	144219
581	200319	143872
582	200686	143544
583	201052	143215
584	201381	142860
585	201682	142485
586	202010	142130
587	202342	141777
588	202704	141445
589	203063	141112
590	203411	140770
591	203730	140408
592	204059	140054
593	204400	139707
594	204766	139379
595	205098	139026
596	205433	138676
597	205748	138312
598	206142	138002
599	206468	137645
600	206827	137311
601	207159	136959
602	207509	136619
603	207830	136259
604	208193	135928
605	208568	135604
606	208943	135279
607	209318	134955
608	209649	134602
609	209997	134260
610	210357	133926
611	210700	133581
612	211005	133212
613	211343	132863
614	211709	132533
615	212057	132191
616	212357	131820
617	212677	131460
618	213007	131107
619	213375	130778
620	213750	130453
621	214060	130088
622	214422	129754
623	214790	129425
624	215153	129091
625	215519	128760
626	215855	128411
627	216173	128051
628	216532	127716
629	216876	127372
630	217243	127041
631	217562	126681
632	217904	126336
633	218270	126004
634	218581	125641
635	218928	125298
636	219301	124971
637	219610	124606
638	219991	124283
639	220322	123931
640	220673	123591
641	221003	123238
642	221328	122883
643	221680	122543
644	222023	122199
645	222374	121858
646	222689	121498
647	223026	121149
648	223387	120815
649	223763	120487
650	224091	120134
651	224419	119782
652	224773	119443
653	225125	119103
654	225462	118755
655	225824	118420
656	226192	118088
657	226542	117746
658	226938	117429
659	227272	117079
660	227603	116728
661	227970	116395
662	228329	116058
663	228659	115707
664	229007	115364
665	229280	114984
666	229634	114645
667	230006	114314
668	230284	113937
669	230621	113589
670	230969	113247
671	231330	112911
672	231689	112574
673	232041	112233
674	232394	111893
675	232700	111530
676	233032	111180
677	233373	110835
678	233693	110479
679	234045	110138
680	234390	109795
681	234750	109458
682	235093	109113
683	235475	108787
684	235824	108445
685	236208	108118
686	236548	107772
687	236914	107437
688	237243	107086
689	237605	106750
690	237951	106406
691	238297	106063
692	238657	105725
693	238964	105364
694	239286	105010
695	239627	104664
696	239942	104308
697	240293	103966
698	240665	103634
699	241002	103286
700	241356	102946
701	241728	102614
702	242076	102271
703	242443	101936
704	242790	101593
705	243143	101252
706	243492	100909
707	243884	100585
708	244233	100242
709	244647	99926
710	245001	99585
711	245387	99257
712	245726	98911
713	246079	98569
714	246410	98219
715	246757	97875
716	247059	97514
717	247417	97175
718	247771	96834
719	248119	96490
720	248455	96143
721	248797	95797
722	249175	95465
723	249601	95151
724	250027	94838
725	250450	94522
726	250825	94189
727	251200	93855
728	251560	93515
729	251946	93185
730	252323	92852
731	252687	92514
732	253034	92169
733	253372	91821
734	253751	91488
735	254137	91157
736	254533	90830
737	254911	90497
738	255302	90167
739	255668	89829
740	256063	89501
741	256486	89182
742	256845	88841
743	257195	88497
744	257540	88151
745	257882	87804
746	258238	87462
747	258624	87130
748	258994	86792
749	259374	86458
750	259707	86108
751	260062	85765
752	260357	85402
753	260759	85075
754	261124	84735
755	261514	84403
756	261864	84059
757	262227	83719
758	262574	83373
759	262956	83038
760	263301	82692
761	263707	82365
762	264090	82030
763	264486	81700
764	264899	81374
765	265266	81034
766	265638	80695
767	266017	80359
768	266399	80023
769	266771	79685
770	267134	79343
771	267477	78995
772	267838	78653
773	268170	78303
774	268564	77970
775	268918	77626
776	269298	77289
777	269653	76944
778	269976	76591
779	270309	76241
780	270661	75896
781	271013	75551
782	271371	75207
783	271733	74865
784	272059	74513
785	272425	74171
786	272729	73813
787	273092	73471
788	273430	73122
789	273775	72775
790	274121	72429
791	274442	72075
792	274782	71727
793	275149	71386
794	275508	71042
795	275828	70689
796	276196	70348
797	276535	70000
798	276868	69650
799	277227	69306
800	277569	68959
801	277910	68611
802	278247	68262
803	278601	67917
804	278949	67571
805	279309	67228
806	279677	66886
807	280053	66547
808	280367	66193
809	280718	65847
810	281051	65497
811	281385	65148
812	281715	64798
813	282027	64443
814	282333	64088
815	282681	63741
816	283037	63397
817	283374	63049
818	283724	62703
819	284073	62357
820	284420	62011
821	284762	61663
822	285107	61317
823	285451	60970
824	285767	60617
825	286113	60270
826	286433	59919
827	286822	59581
828	287166	59234
829	287506	58886
830	287857	58541
831	288189	58192
832	288500	57838
833	288867	57496
834	289201	57147
835	289549	56801
836	289885	56453
837	290224	56105
838	290604	55765
839	290930	55415
840	291251	55064
841	291608	54719
842	291945	54371
843	292311	54029
844	292664	53684
845	292994	53334
846	293340	52988
847	293704	52645
848	294083	52304
849	294460	51963
850	294844	51623
851	295148	51269
852	295466	50918
853	295736	50559
854	296108	50217
855	296474	49874
856	296843	49531
857	297177	49183
858	297526	48837
859	297898	48495
860	298242	48148
861	298579	47800
862	298927	47454
863	299272	47107
864	299634	46763
865	300013	46422
866	300401	46082
867	300785	45741
868	301143	45396
869	301521	45055
870	301929	44717
871	302318	44376
872	302705	44036
873	303112	43698
874	303453	43350
875	303819	43006
876	304174	42660
877	304551	42318
878	304881	41968
879	305230	41622
880	305597	41278
881	305931	40929
882	306300	40585
883	306643	40238
884	307031	39896
885	307399	39552
886	307765	39208
887	308123	38862
888	308468	38515
889	308868	38174
890	309265	37833
891	309653	37491
892	310052	37150
893	310374	36800
894	310714	36452
895	311048	36103
896	311421	35759
897	311788	35414
898	312142	35068
899	312451	34716
900	312748	34364
901	313116	34019
902	313492	33675
903	313857	33329
904	314208	32983
905	314593	32639
906	315056	32304
907	315422	31959
908	315754	31610
909	316081	31260
910	316486	30919
911	316858	30574
912	317237	30229
913	317589	29882
914	317869	29528
915	318229	29182
916	318597	28837
917	318929	28488
918	319271	28140
919	319619	27793
920	319960	27445
921	320315	27098
922	320727	26756
923	321111	26411
924	321529	26069
925	321890	25723
926	322263	25377
927	322629	25031
928	322975	24683
929	323320	24335
930	323684	23989
931	324001	23639
932	324371	23293
933	324737	22947
934	325096	22600
935	325448	22252
936	325812	21906
937	326150	21557
938	326475	21208
939	326829	20861
940	327175	20513
941	327506	20164
942	327846	19816
943	328267	19473
944	328627	19126
945	328979	18778
946	329307	18430
947	329678	18083
948	330042	17736
949	330398	17389
950	330735	17041
951	331066	16692
952	331416	16344
953	331801	15998
954	332147	15650
955	332528	15304
956	332850	14955
957	333134	14605
958	333510	14258
959	333881	13911
960	334186	13562
961	334573	13215
962	334908	12867
963	335271	12520
964	335632	12173
965	336002	11826
966	336346	11478
967	336686	11130
968	336997	10781
969	337349	10433
970	337736	10086
971	338097	9739
972	338428	9391
973	338769	9043
974	339087	8694
975	339423	8346
976	339810	7999
977	340151	7651
978	340532	7304
979	340885	6956
980	341283	6609
981	341637	6262
982	342024	5914
983	342407	5567
984	342791	5220
985	343133	4872
986	343502	4524
987	343836	4176
988	344180	3828
989	344507	3479
990	344835	3131
991	345143	2783
992	345495	2435
993	345885	2087
994	346224	1739
995	346576	1391
996	346955	1043
997	347259	695
998	347609	347
999	347936	0
