iter	Logloss
793	0.1474707196
794	0.1474564225
795	0.1474436163
796	0.1474321202
797	0.147416986
798	0.1474062912
799	0.1473968266
800	0.14738205
801	0.1473745346
802	0.1473617035
803	0.1473535238
804	0.1473456095
805	0.1473339603
806	0.1473216615
807	0.1473108932
808	0.1472953219
809	0.1472835336
810	0.147273439
811	0.1472642094
812	0.1472623703
813	0.147251263
814	0.1472454616
815	0.1472373967
816	0.1472326565
817	0.147224632
818	0.1472133939
819	0.1472071224
820	0.1471970812
821	0.1471817751
822	0.1471692461
823	0.1471622212
824	0.1471534043
825	0.1471484547
826	0.1471407276
827	0.1471337886
828	0.1471278116
829	0.1471187421
830	0.1471099157
831	0.1471034473
832	0.1470922518
833	0.147084112
834	0.1470832534
835	0.1470799017
836	0.1470669114
837	0.1470586179
838	0.1470505483
839	0.1470427367
840	0.1470354202
841	0.1470302314
842	0.1470204267
843	0.1470141385
844	0.1470028896
845	0.1470008127
846	0.1469923702
847	0.1469834266
848	0.1469801514
849	0.146970401
850	0.1469387145
851	0.1469303771
852	0.146920366
853	0.1469198387
854	0.1469123819
855	0.1469078276
856	0.1468967333
857	0.1468841099
858	0.1468803182
859	0.1468754297
860	0.1468631616
861	0.1468410511
862	0.1468337977
863	0.1468248034
864	0.1468183149
865	0.1468104928
866	0.1468024409
867	0.1467943648
868	0.1467870137
869	0.1467828887
870	0.1467745105
871	0.1467668998
872	0.1467598205
873	0.1467472618
874	0.1467388607
875	0.1467336415
876	0.1467226876
877	0.1467102353
878	0.1467040383
879	0.146699685
880	0.1466899485
881	0.1466827331
882	0.1466703814
883	0.1466573948
884	0.1466496597
885	0.1466345927
886	0.1466344504
887	0.1466257431
888	0.1466182841
889	0.1466099718
890	0.1465996571
891	0.1465784812
892	0.1465713562
893	0.1465642282
894	0.1465510029
895	0.1465508234
896	0.1465479132
897	0.1465241815
898	0.146516378
899	0.1465155936
900	0.146511624
901	0.1465061019
902	0.146498216
903	0.1464879487
904	0.1464843149
905	0.146480696
906	0.146474428
907	0.1464548669
908	0.1464466126
909	0.1464388409
910	0.146432349
911	0.1464245044
912	0.1464209359
913	0.146415143
914	0.1464088647
915	0.1463987798
916	0.1463953191
917	0.1463866967
918	0.1463770808
919	0.1463705508
920	0.1463615003
921	0.1463543312
922	0.1463382897
923	0.1463315713
924	0.1463244882
925	0.1463089659
926	0.146301578
927	0.146293853
928	0.1462912806
929	0.1462850993
930	0.1462801165
931	0.1462705666
932	0.146259989
933	0.1462507565
934	0.1462444219
935	0.1462316361
936	0.1462234184
937	0.1462185493
938	0.1462123886
939	0.1462047007
940	0.1461990364
941	0.1461968575
942	0.1461864592
943	0.1461719357
944	0.1461623923
945	0.1461560564
946	0.146149126
947	0.1461372702
948	0.1461225605
949	0.1461179045
950	0.1461114817
951	0.1461021257
952	0.1460856398
953	0.1460782467
954	0.1460668823
955	0.1460665381
956	0.1460603114
957	0.1460592707
958	0.1460541195
959	0.1460402264
960	0.1460358249
961	0.1460282019
962	0.1460236391
963	0.1460152135
964	0.1460073365
965	0.1459980042
966	0.145982202
967	0.1459752647
968	0.1459702181
969	0.1459564954
970	0.1459541829
971	0.1459466046
972	0.1459377452
973	0.1459297241
974	0.1459283606
975	0.1459242833
976	0.1459184875
977	0.145912824
978	0.1459072593
979	0.1458935885
980	0.145887719
981	0.1458804342
982	0.1458695308
983	0.1458597369
984	0.1458538234
985	0.1458421155
986	0.1458347369
987	0.1458287081
988	0.1458205734
989	0.1458189909
990	0.1458133019
991	0.1457916923
992	0.145783823
993	0.1457806983
994	0.1457745607
995	0.1457676341
996	0.1457673358
997	0.1457592131
998	0.1457555402
999	0.145748384
